audio_file|text|speaker_name
wavs/two_123.wav|And drive them out of this earth.|1
wavs/three_1900.wav|They call me Raisin.|1
wavs/three_1476.wav|They have three rooms like this.|1
wavs/three_363.wav|Then he puts on a Make America Great Again hat.|1
wavs/three_1715.wav|They would be dead as a doornail within minutes.|1
wavs/three_1004.wav|Joining us tonight in the gallery is a remarkable woman, Denisha Merriweather.|1
wavs/three_1790.wav|We don't have one instructor in our entire nation that can speak that craziest thing.|1
wavs/three_203.wav|There's not one light.|1
wavs/three_505.wav|If the police would be allowed to, then they would do it.|1
wavs/two_118.wav|and drive out the extremes.|1
wavs/one_386.wav|And we love our God.|1
wavs/three_959.wav|As an example, Arizona went up 116 percent last year alone.|1
wavs/three_1923.wav|So the plane's off.|1
wavs/three_997.wav|If we slash the restraints, not just at the FDA, but across our government, then we will be blessed with far more miracles just like Megan's.|1
wavs/three_414.wav|Now he's getting excited.|1
wavs/three_2006.wav|When I imitate Biden, who can't find the stairs ever.|1
wavs/one_432.wav|Where's Harry?|1
wavs/three_2511.wav|And people don't have water, and the farmland is barren.|1
wavs/two_203.wav|Funding for terrorism?|1
wavs/three_239.wav|So he finishes the speech and he, do you ever notice, he finishes.|1
wavs/one_208.wav|There can be, and the generals are wonderful and the fighting is wonderful, but if you give them the right direction, boy does the fighting become easier.|1
wavs/three_603.wav|I said, will you make it quick?|1
wavs/three_2351.wav|Because I put so many tariffs on China that they really had to pull back.|1
wavs/three_2376.wav|Now he's grabbing us.|1
wavs/three_382.wav|And I said, no, I'm okay, General.|1
wavs/one_33.wav|I would like to thank leaders in this room for condemning the regime and providing vital support|1
wavs/two_312.wav|We are guided by outcomes, not ideology.|1
wavs/three_2027.wav|But you know what, when he goes, and he always points, he goes like this, where am I?|1
wavs/two_95.wav|Every time a terrorist murders an innocent person and falsely invokes the name of God, it should be an insult to every person of faith.|1
wavs/one_537.wav|As long as I am president, no one is going to stop you from practicing your faith or from preaching what is in your heart.|1
wavs/three_2600.wav|We are going to make America great again.|1
wavs/three_1114.wav|We all bleed the same blood.|1
wavs/three_1993.wav|go down and meet the generals in Iraq to find out why we're not defeating ISIS.|1
wavs/two_224.wav|More suffering, more death, and more despair.|1
wavs/three_1533.wav|Nobody ever heard of Nord Stream, too.|1
wavs/three_1638.wav|You see what's happening.|1
wavs/one_316.wav|I respect you.|1
wavs/two_330.wav|It is responsible for the starvation deaths of millions of North Koreans.|1
wavs/three_913.wav|But when foreign companies ship their products into America, we charge them nothing or almost nothing.|1
wavs/two_191.wav|From Lebanon to Iraq to Yemen, Iran funds arms and trains terrorists, militias.|1
wavs/three_1448.wav|Can you imagine this man who can't walk off a stage, he can't find, where are they, he asks, where?|1
wavs/two_117.wav|A better future is only possible if your nations drive out the terrorists.|1
wavs/three_1047.wav|We will always honor their memory.|1
wavs/one_285.wav|Helped us, real ally.|1
wavs/three_2498.wav|We gotta do this, we're doing that, we're doing that.|1
wavs/three_1956.wav|It's the most beautiful voice.|1
wavs/one_3.wav|We have invested in better health and opportunity all over the world.|1
wavs/three_2008.wav|Here you only have two or three stairs.|1
wavs/three_1020.wav|Police and sheriffs are members of our community.|1
wavs/three_1551.wav|But we were tough, and we were smart, and we were right.|1
wavs/two_109.wav|Children of God, whose deaths are an insult to all that is holy.|1
wavs/five_35.wav|We do not expect diverse countries to share the same cultures, traditions, or even systems of government|1
wavs/three_1304.wav|That's when people used to watch CNN a lot.|1
wavs/three_120.wav|And remember when I let them go?|1
wavs/three_1211.wav|And then I realized he's one of the few who can really do it well.|1
wavs/one_271.wav|But, you know, we have|1
wavs/three_2464.wav|I remember a Democrat congressman on Deface the Nation a couple of weeks, I think it was Deface the Nation.|1
wavs/two_316.wav|It is a question we cannot escape or avoid.|1
wavs/three_2272.wav|New York could be solved in a half a day.|1
wavs/three_381.wav|Billions and billions of dollars it cost many years.|1
wavs/two_93.wav|There can be no coexistence with this violence.|1
wavs/three_1374.wav|Now I happen to think it was incompetence, but a lot of people.|1
wavs/three_1088.wav|America is willing to find new friends and to forge new partnerships where shared interests align.|1
wavs/three_2190.wav|I'd hit him from the right.|1
wavs/three_1257.wav|A man who is tough and smart and loves our country.|1
wavs/three_182.wav|There's not any.|1
wavs/three_895.wav|More than one in five people in their prime working years are not working.|1
wavs/three_2018.wav|They're very quick, but the press gives them good marks.|1
wavs/three_2541.wav|I said, what the hell is going on over here?|1
wavs/one_95.wav|There is nobody.|1
wavs/three_2070.wav|Now, I meant that because there are those people that say he's running our country.|1
wavs/three_2572.wav|He said, it's a very simple solution.|1
wavs/two_135.wav|Above all, America seeks peace, not war.|1
wavs/one_447.wav|They were all over the place, right?|1
wavs/two_313.wav|We have a policy of principled realism, rooted in shared goals, interests, and values.|1
wavs/three_1509.wav|Third world countries, they've never been like this.|1
wavs/three_2162.wav|I was told four years.|1
wavs/three_1481.wav|All of these things, we were right on all of it, but we're in a very bad path.|1
wavs/five_3.wav|Too often, the focus of this organization has not been on results, but on bureaucracy and process.|1
wavs/one_21.wav|and prosperous societies in their own regions.|1
wavs/three_337.wav|I always say my uncle was the longest serving professor in the history of MIT, Dr. Jung.|1
wavs/one_122.wav|We've been fighting these wars for longer than any wars we've ever fought.|1
wavs/two_85.wav|And the United Arab Emirates has reached incredible heights with glass and steel and turned earth and water into spectacular works of art.|1
wavs/three_2100.wav|That never happened to me.|1
wavs/three_2124.wav|They're like perfect individuals.|1
wavs/three_390.wav|I was told four years.|1
wavs/three_40.wav|But Brandon Judd, you have unbelievable people.|1
wavs/three_660.wav|But China didn't buy.|1
wavs/two_186.wav|I will be meeting with both Israeli Prime Minister Benjamin Netanyahu and Palestinian President Abbas.|1
wavs/three_908.wav|It will be a big, big cut.|1
wavs/three_1327.wav|But Bannon looks good.|1
wavs/one_34.wav|to the Venezuelan people.|1
wavs/one_375.wav|And so, to the veterans here tonight, of which there are many, will you please stand right now?|1
wavs/five_62.wav|which will create a truly competitive national marketplace that will bring costs way down and provide far better care.|1
wavs/three_1661.wav|You heard that.|1
wavs/three_589.wav|And then you wonder why we have a $2 trillion deficit.|1
wavs/three_581.wav|It's similar, but not actually.|1
wavs/three_1301.wav|And a man who I've had respect for for a long time.|1
wavs/two_326.wav|They respect neither their own citizens nor the sovereign rights of their countries.|1
wavs/two_379.wav|The Iranian regime's support for terror is in stark contrast to the recent commitments of many of its neighbors to fight terrorism and halt its finance.|1
wavs/three_1412.wav|Joe doesn't understand, because Joe actually, I don't think he knows what the hell's going on, to be honest with you, but he's surrounded by some very bad fascists.|1
wavs/three_962.wav|One-third of the counties have only one insurer, and they're losing them fast.|1
wavs/four_49.wav|They kill us.|1
wavs/three_85.wav|You're going to do catch and release into Mexico, not into our country.|1
wavs/three_1202.wav|And I'll just mention a few.|1
wavs/one_47.wav|All people deserve a government that cares for their safety, their interests, and their well-being, including their prosperity.|1
wavs/one_161.wav|But I met Mike Pompeo,|1
wavs/three_2563.wav|We're going to be respected like we've never been respected before.|1
wavs/three_2592.wav|Call South Carolina, go out and vote right now, please.|1
wavs/three_1168.wav|I beat China all the time.|1
wavs/three_2142.wav|And I met these people and I said, so what do you think, General, sir, would you like to rest up for Biden?|1
wavs/three_2372.wav|Sir, may I?|1
wavs/three_1298.wav|Stephen Moore, highly, highly|1
wavs/two_116.wav|It's a choice between two futures, and it is a choice America cannot make for you.|1
wavs/two_290.wav|The greatest in the United States Constitution is its first three beautiful words.|1
wavs/three_318.wav|And, you know, you take them and I love it.|1
wavs/three_619.wav|We think it would be a wonderful thing for our country, sir.|1
wavs/three_1446.wav|If we don't stop it, we're going to have a country, it won't even be a country, you want to know the truth, it won't even be a country.|1
wavs/three_543.wav|The United Auto Workers are going to vote for me, all those people, because|1
wavs/three_406.wav|We're hundreds of miles away.|1
wavs/one_30.wav|Their democratic institutions are being destroyed.|1
wavs/one_225.wav|You remember, I always used to say, keep the oil.|1
wavs/three_1617.wav|Sir, you've solved that problem.|1
wavs/three_59.wav|We catch a criminal and we release them in our country.|1
wavs/three_1792.wav|It's a very horrible thing.|1
wavs/three_2227.wav|Sir, it's a miracle.|1
wavs/three_1254.wav|He's got support.|1
wavs/three_1766.wav|And they do come from prisons and mental institutions, and they are terrorists.|1
wavs/five_44_1.wav|And we cannot abide by an agreement if it provides cover for the eventual construction of a nuclear program.|1
wavs/three_116.wav|Military, and it's only woke at the top.|1
wavs/two_129.wav|Our partnerships will advance security through stability, not through radical disruption.|1
wavs/two_172.wav|I also applaud Jordan, Turkey, and Lebanon for their role in hosting refugees.|1
wavs/three_492.wav|We have the greatest law enforcement people in the world, but they're not allowed to do their job.|1
wavs/three_223.wav|Am I allowed to do it?|1
wavs/two_215.wav|They look to us for answers and for action.|1
wavs/three_2537.wav|But they send it out to the Pacific.|1
wavs/three_1606_2.wav|Our allies will find that America is once again ready|1
wavs/three_2302.wav|He's cognitively.|1
wavs/three_119.wav|It was only at the top.|1
wavs/one_552.wav|And whether we are black or brown or white, and you've heard me say this before, we all bleed the same red blood.|1
wavs/three_1561.wav|Get the hell, you're destroying our country.|1
wavs/one_538.wav|We want to hear him.|1
wavs/three_2223.wav|I said, all right, good, call me, so he... I get a call that ISIS is on the run.|1
wavs/three_1997.wav|And I said, let me ask you a question.|1
wavs/one_411.wav|Our religious liberty is enshrined in the very first amendment in the Bill of Rights.|1
wavs/three_1823.wav|She's covered Mexico for over 20 years.|1
wavs/three_1675.wav|But if I didn't bring in the National Guard, you wouldn't even have a city there.|1
wavs/three_1902.wav|Your name is Raisin Cain?|1
wavs/three_1199.wav|It's pretty simple, isn't it?|1
wavs/two_274.wav|The success of the United Nations depends upon the independent strength of its members.|1
wavs/three_1122.wav|Very poor job.|1
wavs/three_2559.wav|We're going to have a great military.|1
wavs/three_1112.wav|But we can only get there together|1
wavs/three_644.wav|So they'd fight and fight and fight for five years.|1
wavs/three_2007.wav|You know, you have so many stairs in there, you got one there, you got ramps, you got everything.|1
wavs/three_631.wav|I used to say a long time ago, don't go into Iraq.|1
wavs/three_1714.wav|But these are tough people, and they know that in their country, they'd be dead within minutes.|1
wavs/three_448.wav|Next day, I get a call that they're surround.|1
wavs/three_1036.wav|Camille, thank you.|1
wavs/one_116.wav|But I would guarantee a big push, because we're all on the same wavelength, folks.|1
wavs/three_1205.wav|He's a great gentleman.|1
wavs/one_305.wav|dishonest the media is.|1
wavs/two_295.wav|In foreign affairs, we are renewing this founding principle of sovereignty.|1
wavs/three_879.wav|of admission to the United States should support this country and love its people and its values.|1
wavs/three_1261.wav|Stephen Miller, my friend.|1
wavs/three_2161.wav|Four weeks, sir.|1
wavs/three_2118.wav|But we get off the plane and I'm walking down, I'm going down this big ramp.|1
wavs/three_1866.wav|So we had a list of these 10 things, one tougher than the next.|1
wavs/three_1356.wav|It's a Green New Scam.|1
wavs/three_1210.wav|No, and he said, I am MAGA.|1
wavs/three_2237.wav|even though they want to take as much money as they can away from me.|1
wavs/three_1775.wav|You know, when I went to Mexico, I said,|1
wavs/three_1841.wav|They said, what the hell is going on?|1
wavs/three_1287.wav|How about Moms for America picked Donald Trump as the man of the year.|1
wavs/one_395.wav|And the people saw it right from the beginning.|1
wavs/three_1943.wav|No, sir, we'll be landing in less than 30 minutes, sir.|1
wavs/three_713.wav|By the way, they could have so much water.|1
wavs/three_153.wav|Don't worry, we'll get back to the... But this is almost... Right now, this is more exciting.|1
wavs/three_1572.wav|We've become a joke as a country.|1
wavs/three_925.wav|I believe.|1
wavs/three_1655.wav|And so far, we're doing very nicely.|1
wavs/three_928.wav|It's been a long time since we had fair trade.|1
wavs/three_1846.wav|I said, oh, no, you're going to do it, 100%.|1
wavs/three_461.wav|I think we're going to find him 450|1
wavs/one_115.wav|And probably almost everybody in this room voted for me, but I will not ask you to raise your hands if you're voting.|1
wavs/three_348.wav|But we get off the plane and I'm walking down, I'm going down this big ramp.|1
wavs/three_1101.wav|Thomas Edison showed an automatic telegraph and an electric pen.|1
wavs/three_328.wav|And did you have ice cream today?|1
wavs/three_2040.wav|But one of these guys will run up and grab them and take them off the stage.|1
wavs/two_311.wav|We want harmony and friendship, not conflict and strife.|1
wavs/three_2344.wav|With cars, we want to have choice.|1
wavs/three_583.wav|And like every other country, they rip us off.|1
wavs/three_287.wav|Because the fake news said Donald Trump couldn't find his way off the stage.|1
wavs/two_234.wav|These are the blessings of prosperity and peace.|1
wavs/three_708.wav|We gotta do this, we're doing that, we're doing that.|1
wavs/one_366.wav|And we're going to take care of it.|1
wavs/two_60.wav|America has suffered repeated barbaric attacks from the atrocities of September 11th|1
wavs/three_2396.wav|We think it would be a wonderful thing for our country, sir.|1
wavs/three_430.wav|You know, you see these clowns and stupid people with Afghanistan.|1
wavs/one_78.wav|what we valued, and what we would give our lives to defend.|1
wavs/three_311.wav|Anybody can do that except for Biden.|1
wavs/three_330.wav|No, but they ask him questions and they give him an answer.|1
wavs/three_2356.wav|tax or tariff, call it whatever you want.|1
wavs/three_2098.wav|Then he picks up the paper and he reads the answer.|1
wavs/three_628.wav|And then we gave 10 billion because they supplied some electricity to Iraq.|1
wavs/one_288.wav|is coming over to our country very shortly.|1
wavs/two_380.wav|In Saudi Arabia early last year,|1
wavs/five_25.wav|Co-chaired by the United States and Saudi Arabia,|1
wavs/three_774.wav|We're going to be respected like we've never been respected before.|1
wavs/three_557.wav|I was freezing my ass off by the time.|1
wavs/two_161.wav|Religious leaders must make this absolutely clear.|1
wavs/three_1697.wav|Hundreds of thousands of people, they've taken over the streets, Madison Avenue, they've taken over Queens, they've taken over Brooklyn and the Bronx, they've taken over the whole city.|1
wavs/two_176.wav|That means promoting the aspirations and dreams of all citizens who seek a better life, including women, children,|1
wavs/three_162_6.wav|Is there a problem out there?|1
wavs/one_175.wav|The political people aren't doing so well, but you, we're going to get them all through.|1
wavs/one_319.wav|And we're going to start winning again.|1
wavs/two_97.wav|They worship death.|1
wavs/three_30.wav|Then when I found out how much he paid for the suit, I said, well, he was a handsome devil.|1
wavs/three_729.wav|Who the hell wants to mean you can't use too much water on your hair?|1
wavs/one_191.wav|And he was also essentially number one at Harvard Law School.|1
wavs/one_370.wav|I was left a mess, the fact is.|1
wavs/one_394.wav|Instead of being subtle and smart, they used a hatchet|1
wavs/three_415.wav|I'd hit him from the right.|1
wavs/three_2129.wav|General, what's your name?|1
wavs/three_263.wav|They actually turn away.|1
wavs/one_398.wav|Their agenda|1
wavs/two_57.wav|But this future can only be achieved through defeating terrorism,|1
wavs/three_531.wav|If there was, I'd know about it.|1
wavs/three_69.wav|So this guy comes in and I say, look, number one, I want 28,000 soldiers free of charge.|1
wavs/three_2482.wav|The people trying to get in was a much easier situation to handle.|1
wavs/three_367.wav|I said, you're not supposed to do that.|1
wavs/three_911.wav|After a minute.|1
wavs/two_65.wav|the deadliest toll has been exacted on the innocent people of Arab, Muslim, and Middle Eastern nations.|1
wavs/three_2528.wav|I'm going to take a shower tonight.|1
wavs/three_1343.wav|Sebastian, Seb, they call him Seb, I call him Sebastian.|1
wavs/two_394.wav|I have also totally changed the rules of engagement in our fight against the Taliban and other terrorist groups.|1
wavs/one_120.wav|But we're going to do great things.|1
wavs/one_228.wav|But I will tell you, when we were in, we got out wrong.|1
wavs/three_735.wav|Aren't they beautiful, darling?|1
wavs/three_1540.wav|And then Biden comes in, and within three days, he approves Nord Stream.|1
wavs/three_1299.wav|respected economist.|1
wavs/three_1861.wav|I said, I don't want our people catching these diseases that we never even heard about.|1
wavs/three_1832.wav|You know, we have catch and release and then we catch a criminal and we release them in our country.|1
wavs/three_2478.wav|We had the safest border in the history of our country.|1
wavs/three_1741.wav|I couldn't get it through Paul Ryan, Mitch McConnell.|1
wavs/three_283.wav|That's like a major.|1
wavs/two_400.wav|No society could be safe if banned chemical weapons are allowed to spread.|1
wavs/one_502.wav|Thank you, Claudia.|1
wavs/three_1118.wav|We will look back on tonight as when this new chapter of American greatness began.|1
wavs/one_98.wav|And I'll tell you what, 29?|1
wavs/one_177.wav|But Mike was literally, I had a group of what, we have nine different people.|1
wavs/one_544.wav|And yes, by the way, for those that are curious, we will build the wall, okay?|1
wavs/three_761.wav|Our elections are so corrupt.|1
wavs/five_68.wav|And I'm here to unleash this captive nation from Joe Biden and his gang.|1
wavs/three_2565.wav|Orban said, from Hungary, put Trump back in and the whole world is going to be fixed.|1
wavs/three_1937.wav|The whole deal he's got.|1
wavs/three_1660.wav|You heard the J6 hostages, didn't you?|1
wavs/three_1386.wav|They all listened to Trump.|1
wavs/three_154.wav|So the plane's off.|1
wavs/three_1889.wav|I really don't believe they could do it.|1
wavs/five_71.wav|When you see these department stores where 300, 400, usually kids walk in there with the masks on and|1
wavs/three_391.wav|And you might not be able to.|1
wavs/three_1556.wav|But to achieve a great future, we first have to throw off the chains of our out-of-control political class.|1
wavs/two_268.wav|This institution was founded in the aftermath of two world wars to help shape this better future.|1
wavs/three_691.wav|We had the safest border in the history of our country.|1
wavs/three_1779.wav|I said, how long are you a politician?|1
wavs/three_2063.wav|Rush would go, Barack Hussein.|1
wavs/three_350.wav|We call it the children's.|1
wavs/three_2345.wav|So I said, I'm going to sign this document.|1
wavs/three_1932.wav|going down and they're telling us we can't have any lights, no lights, no lights in your cabin, sir.|1
wavs/two_372.wav|The entire world understands that the good people of Iran want change.|1
wavs/three_2285.wav|It would never happen again.|1
wavs/one_145.wav|And we had a great transition.|1
wavs/three_1029.wav|and Jessica Davis.|1
wavs/one_51.wav|But as those promises flowed, millions of jobs vanished and thousands of factors disappeared.|1
wavs/three_811.wav|Recent threats.|1
wavs/three_2465.wav|Ladies and gentlemen, it's Donald Trump on Deface the Nation.|1
wavs/three_519.wav|They could stop it in Chicago.|1
wavs/four_9.wav|Well, I pay a lot of tax.|1
wavs/three_1798.wav|You will, I promise.|1
wavs/one_387.wav|Since the signing of the Declaration of Independence 241 years ago, America always affirmed that liberty comes from our Creator.|1
wavs/one_308.wav|So I only like to say that because I love honesty.|1
wavs/three_147.wav|Not even a little bit, but they are handsome.|1
wavs/three_460.wav|I grew up in New York doing real estate deals, really good ones, as you found out, even though they want to take as much money as they can away from me.|1
wavs/one_421.wav|And he doesn't like doing a lot of talking, but I want to tell you, ISIS, a whole different ballgame, folks.|1
wavs/three_1050_3.wav|I had generals that I had a hold back, okay?|1
wavs/two_236.wav|And these are the just demands of our beloved people.|1
wavs/three_490.wav|I tell that story sometimes rarely because it's, you know, it's a rough story, but I tell it because you have to know what a great military we have if you let them do their job.|1
wavs/one_545.wav|Because we understand that a country|1
wavs/three_2438.wav|And we're going to put a 100% tariff on anything that gets through.|1
wavs/three_1345_1.wav|If the police would be allowed to, then they would do it.|1
wavs/three_2483.wav|When you have an idiot like Gavin Newsom saying, if you come up, we're going to give you pension funds.|1
wavs/one_413.wav|Benjamin Franklin reminded his colleagues at the Constitutional Convention to begin by bowing their heads in prayer.|1
wavs/three_252.wav|But you know what, when he goes, and he always points, he goes like this, where am I?|1
wavs/one_119.wav|Because we know we're in the same wavelength.|1
wavs/three_1309.wav|He fights like hell for our country.|1
wavs/five_23.wav|not only in the number of dead, it also must be counted in generations of vanished dreams.|1
wavs/three_1770.wav|And those clowns in the media will say, oh, he's so mean.|1
wavs/three_168.wav|He said, no problem, sir.|1
wavs/three_2057.wav|Because the fake news said Donald Trump couldn't find his way off the stage.|1
wavs/three_162_3.wav|It's Captain with the crew cut, the whole deal he's got.|1
wavs/three_2288.wav|That's why I'm giving immunity to police, because they don't want to get sued.|1
wavs/three_1604.wav|Before we're going to straighten out our country, we're going to bring our country back.|1
wavs/two_205.wav|And pray for the day when the Iranian people have the just and righteous government they so richly deserve.|1
wavs/three_1630.wav|Your liberty will be our ultimate reward.|1
wavs/three_1656.wav|But I would rather lose my freedom than surrender to this group of thugs and tyrants, fascists, scoundrels.|1
wavs/two_223.wav|If we do not confront this deadly terror, we know what the future will bring.|1
wavs/three_36.wav|He says, Trump was the greatest president in history.|1
wavs/three_662.wav|And they had no money for Hamas.|1
wavs/one_529.wav|My administration will always support and defend your religious liberty.|1
wavs/one_151.wav|Reince, you know, they don't care about Reince.|1
wavs/three_1570.wav|We're not respected anywhere anymore.|1
wavs/three_1289.wav|Have I made progress?|1
wavs/two_275.wav|To overcome the perils of the present,|1
wavs/three_1286.wav|They just, thank you for that wonderful award.|1
wavs/two_241.wav|I'm here in my home city as a representative of the American people to address the people of the world.|1
wavs/three_2420.wav|And Iran controls 100%.|1
